time,target_roll_deg,actual_roll_deg,Fx,Fy,Fz,base_load,left_load,right_load,fixture_torque_Nm,fixture_work_J,mechanical_energy_J
1.000000000000000056e-01,1.081559480312315813e+01,6.004408533486064847e+00,-1.686566527223792855e-05,-3.863790833581451256e+00,1.897088652105786650e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.897088652105786650e+02,7.119292658007864816e+00,9.272759907603336238e-01,5.888728509294839597e+00
1.100000000000000006e-01,1.185582720858519856e+01,7.012726752949852482e+00,9.809463732361571597e-05,-3.169772726981018529e+00,1.886314939818668392e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.886314939818668392e+02,6.838587650096314974e+00,1.049773191381650150e+00,6.009967154058238670e+00
1.199999999999999956e-01,1.288435934396372673e+01,8.033020477708465279e+00,1.202435452631999552e-04,-2.592113218635274219e+00,1.878123292152037607e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.878123292152037607e+02,6.598255845601045166e+00,1.169144231124762623e+00,6.128595015990814687e+00
1.300000000000000044e-01,1.390017617221732138e+01,9.059134012703683680e+00,1.749734002531797006e-04,-2.099184462783315830e+00,1.871894600690256425e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.871894600690256425e+02,6.387403070005404970e+00,1.285197612954287250e+00,6.244307902491526896e+00
1.400000000000000133e-01,1.490227520477754375e+01,1.008626146115787847e+01,1.920628504939701775e-04,-1.670421541999837167e+00,1.867152035450264691e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867152035450264691e+02,6.198376971562908011e+00,1.397812040098137976e+00,6.356893859920894840e+00
1.499999999999999944e-01,1.588966749088413799e+01,1.111059457935322214e+01,2.091502629302244287e-04,-1.289460169862490790e+00,1.863525606963494567e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.863525606963494567e+02,6.025421304941403378e+00,1.506906663060756602e+00,6.466200676873384623e+00
1.600000000000000033e-01,1.686137859356003688e+01,1.212906336245278638e+01,2.241066968411559168e-04,-9.444393234070987964e-01,1.860757783549938438e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860757783549938438e+02,5.864449627735609738e+00,1.612425117976882927e+00,6.572115059005573023e+00
1.700000000000000122e-01,1.781644955126299479e+01,1.313914404429835514e+01,2.328023543350377089e-04,-6.262974013618689550e-01,1.858642994171231067e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.858642994171231067e+02,5.712475255765525617e+00,1.714328051593025704e+00,6.674553089523196370e+00
1.799999999999999933e-01,1.875393782426488087e+01,1.413871940402653138e+01,2.471282119363982233e-04,-3.283425603413396843e-01,1.857038679916440742e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.857038679916440742e+02,5.567381143145411215e+00,1.812588693380724703e+00,6.773452023328720983e+00
1.900000000000000022e-01,1.967291822482456709e+01,1.512597492430170476e+01,2.598843828384989063e-04,-4.571316101913514007e-02,1.855833888393477764e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.855833888393477764e+02,5.427680778859752309e+00,1.907191327625058497e+00,6.868767075274216261e+00
2.000000000000000111e-01,2.057248383023655691e+01,1.609932339670504930e+01,2.777397184102886607e-04,2.251114696915597069e-01,1.854949114707836486e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854949114707836486e+02,5.292349724449138648e+00,1.998130314388585349e+00,6.960468361296273443e+00
2.099999999999999922e-01,2.145174687785417333e+01,1.705734929273910438e+01,2.980655754253463963e-04,4.865719569478557105e-01,1.854324058277777851e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854324058277777851e+02,5.160710883776488345e+00,2.085409821366352556e+00,7.048539455576525725e+00
2.200000000000000011e-01,2.230983964120413532e+01,1.799876835179502166e+01,3.225460094072318817e-04,7.403489392547055736e-01,1.853913760395024326e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853913760395024326e+02,5.032333888180829717e+00,2.169043572424955713e+00,7.132976125042543636e+00
