time,target_roll_deg,actual_roll_deg,Fx,Fy,Fz,base_load,left_load,right_load,fixture_torque_Nm,fixture_work_J,mechanical_energy_J
3.400000000000000244e-01,3.067073380153522777e+01,2.762448975069500889e+01,1.960206694403696381e-01,4.242470337098590782e+00,1.855067278346296291e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.855067278346296291e+02,3.792289781064425824e+00,2.901056214641151154e+00,7.886963321748837963e+00
3.500000000000000333e-01,3.118522834659287213e+01,2.826269635748909792e+01,7.717250254123513009e-02,3.816308677846968145e+00,1.857778478837096543e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.857778478837096543e+02,3.727151785488047153e+00,2.942944854972206148e+00,7.927866174652829834e+00
3.599999999999999867e-01,3.166894683631068474e+01,2.887176301215902896e+01,-2.661406604584193314e-03,3.710719251833602073e+00,1.860149901236946732e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860149901236946732e+02,3.657668930591341905e+00,2.982182618910775851e+00,7.966126054191815520e+00
3.699999999999999956e-01,3.212141189893933557e+01,2.945123391581064709e+01,-1.169550511622099997e-02,3.788592660634044318e+00,1.860619126398487708e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860619126398487708e+02,3.588449545349760683e+00,3.018825804026217252e+00,8.001803675479759903e+00
3.800000000000000044e-01,3.254217700608879937e+01,3.000072901373979661e+01,-1.482848480623798204e-02,3.908716819670922327e+00,1.861144624473735121e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.861144624473735121e+02,3.519223695624248194e+00,3.052906136698409600e+00,8.034915396188312187e+00
3.900000000000000133e-01,3.293082691339789392e+01,3.051977232446184729e+01,-1.542573624260276666e-02,4.035721804117336831e+00,1.861797893301955753e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.861797893301955753e+02,3.453021465170991178e+00,3.084483352513164522e+00,8.065508843909652725e+00
4.000000000000000222e-01,3.328697807033037037e+01,3.100785889898900649e+01,-1.551406814875125328e-02,4.158085368802646009e+00,1.862497691084074631e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.862497691084074631e+02,3.390820308992658738e+00,3.113630280162722475e+00,8.093657582933698080e+00
4.100000000000000311e-01,3.361027899869300484e+01,3.146450390994922230e+01,8.219245527031598941e-03,4.371001477313026129e+00,1.862345738539347622e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.862345738539347622e+02,3.331295747666672469e+00,3.140420278235187990e+00,8.119441108690084619e+00
4.199999999999999845e-01,3.390041063950208411e+01,3.188924437039481674e+01,-2.210526866562365078e-02,4.379189345442055625e+00,1.863775485104214624e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.863775485104214624e+02,3.279723369182420356e+00,3.164925417979159938e+00,8.142950311186275769e+00
4.299999999999999933e-01,3.415708666785614867e+01,3.228163945982657879e+01,-1.468609004823773212e-02,4.470636633226773959e+00,1.864563989731859408e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.864563989731859408e+02,3.231049839345303099e+00,3.187218064571035292e+00,8.164256635614439261e+00
4.400000000000000022e-01,3.438005377550410202e+01,3.264131943849582029e+01,-1.532128311094746453e-02,4.561331479996391991e+00,1.865164859952671179e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.865164859952671179e+02,3.185888924376570230e+00,3.207357937298568107e+00,8.183435048125446087e+00
4.500000000000000111e-01,3.456909192082981974e+01,3.296794242103813133e+01,-1.438589390862138329e-02,4.641948460241167140e+00,1.865740181284529910e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.865740181284529910e+02,3.144892298052639035e+00,3.225401208401713848e+00,8.200556939573637294e+00
4.600000000000000200e-01,3.472401454600672110e+01,3.326118620400769288e+01,-1.407204531903016864e-02,4.713807485209858150e+00,1.866266750656049282e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.866266750656049282e+02,3.108132377028766768e+00,3.241401717583740183e+00,8.215688001120781792e+00
4.700000000000000289e-01,3.484466876110779765e+01,3.352076219770193433e+01,-1.368683295459141580e-02,4.776898452910820048e+00,1.866744865395688748e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.866744865395688748e+02,3.075629292960400107e+00,3.255408419061706304e+00,8.228887893176169754e+00
4.799999999999999822e-01,3.493093549498949812e+01,3.374641568441227690e+01,-1.336183565134554940e-02,4.831508621302534223e+00,1.867168116403169051e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867168116403169051e+02,3.047367542415429398e+00,3.267465124505335883e+00,8.240210614417183166e+00
4.899999999999999911e-01,3.498272961280060400e+01,3.393792613712150086e+01,-1.306608245416659986e-02,4.877747617405013614e+00,1.867533000584282945e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867533000584282945e+02,3.023342753323618126e+00,3.277610275792353534e+00,8.249703837543595597e+00
5.000000000000000000e-01,3.500000000000000000e+01,3.409510692824828482e+01,-1.281624268935627198e-02,4.915702145465211004e+00,1.867836384505843057e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867836384505843057e+02,3.003555528618278458e+00,3.285876818713270531e+00,8.257408598014988499e+00
5.100000000000000089e-01,3.498272961280060400e+01,3.421780526269634493e+01,-1.261768990150863301e-02,4.945430454247481400e+00,1.868075830325710740e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868075830325710740e+02,2.988010131392798030e+00,3.292292071699322253e+00,8.263359034767598033e+00
5.200000000000000178e-01,3.493093549498949812e+01,3.430590216776550960e+01,-1.247847450854219775e-02,4.966977025949729452e+00,1.868249430940633715e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868249430940633715e+02,2.976712492187743919e+00,3.296877608703874252e+00,8.267582186841680780e+00
5.300000000000000266e-01,3.484466876110779765e+01,3.435931252138751546e+01,-1.247467494507265018e-02,4.980373577925560014e+00,1.868355799072636785e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868355799072636785e+02,2.969669237548373530e+00,3.299649159702531698e+00,8.270097831216569162e+00
5.400000000000000355e-01,3.472401454600672110e+01,3.437807186830654871e+01,-4.962397991079475768e-03,4.951668259032490305e+00,1.868395825429467436e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868395825429467436e+02,2.957090177968723310e+00,3.300620478206406805e+00,8.270949172914058067e+00
5.500000000000000444e-01,3.456909192082981264e+01,3.436257450026303673e+01,-6.711903493796800291e-04,4.908549826679148076e+00,1.868419955480965768e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868419955480965768e+02,2.928659407274892601e+00,3.299825587627161383e+00,8.270223903243129726e+00
5.600000000000000533e-01,3.438005377550410202e+01,3.431323707206968265e+01,7.908453049998431794e-05,4.857890060786623110e+00,1.868461125550935833e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868461125550935833e+02,2.884237770720687877e+00,3.297324114252569771e+00,8.267926222666119429e+00
5.700000000000000622e-01,3.415708666785615577e+01,3.423042423438641180e+01,9.389093912620660731e-05,4.805130023262854877e+00,1.868440385227278000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868440385227278000e+02,2.823861282657674110e+00,3.293200559286140194e+00,8.264047808156698594e+00
5.799999999999999600e-01,3.390041063950209121e+01,3.411444804319830837e+01,-3.045126747908669107e-02,4.779721965770953318e+00,1.869053401283399012e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.869053401283399012e+02,2.753413083595489752e+00,3.287562491228384953e+00,8.258578222529628476e+00
5.899999999999999689e-01,3.361027899869300484e+01,3.396444396906282037e+01,-4.030102258529997400e-02,4.896515781094579189e+00,1.868234181008615167e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.868234181008615167e+02,2.750916581120122828e+00,3.280368074086526864e+00,8.251444361049388831e+00
5.999999999999999778e-01,3.328697807033037748e+01,3.377925816265063474e+01,-2.401096754631967811e-02,4.934098111297181788e+00,1.867125397298820246e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867125397298820246e+02,2.774443675896691275e+00,3.271440552309243355e+00,8.242451693102887944e+00
6.099999999999999867e-01,3.293082691339789392e+01,3.355899564768572674e+01,-1.693801572960750013e-02,4.901090191016238329e+00,1.866434976959370431e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.866434976959370431e+02,2.807863577183184134e+00,3.260710600462781272e+00,8.231544333133870239e+00
